Zlato za 10 000 dolarů?	$10,000 Gold?
Když se myšlenka členství pobaltských republik asi před deseti lety poprvé objevila, bral ji vážně málokdo.	When the idea was first floated some 10 years ago, expansion into the Baltics was taken seriously by few people.
Vážnou překážkou bylo až donedávna Rusko, které své takzvané "blízké zahraničí" považovalo za zónu svého zvláštního zájmu a vlivu.	Until recently, Russia's robust opposition to the idea posed a serious obstacle, because it sharpened the impression that Russia regarded its so-called "near abroad" as a zone of special interest and influence.
Rozšíření NATO dává jasně najevo, že žádná země v nové Evropě nemůže být vnímána jako "zóna" jiné země.	NATO's enlargement makes it crystal clear that no country in the new Europe can be regarded as part of another country's "zone."
Pro tři malé pobaltské republiky je rozšíření zárukou, že noční můra v podobě okupace velkými sousedy (Hitlerovou třetí říší a Stalinovým Sovětským svazem), kterou musely celé půlstoletí snášet, se nebude opakovat.	It assures the three small Baltic countries that the nightmare of occupation by big neighbors (Hitler's Reich and Stalin's USSR), which they endured for half-a-century -- will not be repeated.
Revanšistickým tendencím vůči Pobaltí byla v Rusku učiněna přítrž: Evropa se tak stala bezpečnějším místem a Rusku bylo pomoženo v jeho změnit se z impéria v národní stát.	By putting paid to any revanchist tendencies in Russia concerning the Baltics, Europe is made a safer place, and Russia is helped in its effort to redefine itself as a national state and not an empire.
Rozšířením vznikne i lepší Evropa, protože rozšířením se zvětší území, skládající se ze zemí, které jsou zavázány politickým hodnotám Severoatlantické aliance, jako jsou například práva jednotlivce a práva menšin.	Expansion will also create a better Europe because enlargement widens the territory in which countries are committed to NATO's political values, including individual rights as well as the rights of minorities.
Hodnotu této politické stránky rozšíření NATO už snad Rusko naštěstí chápe.	Fortunately Russia now seems to grasp the value of this political aspect of NATO-enlargement.
A dělá dobře. Rozšíření NATO není "expanzí", jež by pro Rusko či jiné země usilující o demokratické politické reformy byla hrozbou.	Rightly so: enlargement of NATO is not an "expansion" that threatens Russia or other countries which strive for democratic political reforms.
Právě naopak. Rozšíření smétá obavy - ať už skutečné či smyšlené - početných rusky mluvících menšin, které dnes žijí mimo Rusko v bývalých sovětských republikách.	On the contrary, expansion takes away the worries - be they real or imagined - that surround the situation of the large Russian-speaking populations that now live outside of Russia but within the borders of the former Soviet Union.
Občanská práva ruských menšin v pobaltských republikách i jinde jsou teď zakotveny v právním řádu, zhusta i díky požadavkům Aliance.	The civil rights of the Russian minorities in the Baltics and elsewhere are now enshrined in law, due in no small part to NATO demands.
V těchto iniciativách na ochranu občanských práv ze strany NATO se odráží stále věcnější přístup, s jakým dnes Rusko, Evropa a Amerika přistupují k řešení vzájemných neshod.	Those civil rights initiatives on the part of NATO reflect the increasingly workmanlike way that Russia, Europe, and America now work out their disagreements.
K rozšíření NATO ostatně dochází jen pár dní poté, co se Rusko s Evropskou unií dohodly na vyřešení sporné otázky o přístupu do ruské enklávy Kaliningrad.	Indeed, enlargement of NATO comes only a few days after a deal was struck between Russia and the EU on the tricky question of access to the Russian enclave of Kaliningrad.
Tento malý kus Ruska, který se rozprostírá na břehu Baltského moře a v němž bydlí milion obyvatel, je vklíněn mezi Polsko a Litvu, dva budoucí členy Evropské unie.	This small piece of Russia, with 1 million inhabitants and bordering on the Baltic Sea, is squeezed between Poland and Lithuania, two future members of the EU.
To mohlo vést ke komplikacím, neboť Rusové by pro cestu mezi Kaliningradem a zbytkem Ruska museli složitě žádat o víza.	This could have incited a complicated situation where Russians were faced with tough visa requirements when travelling between Kaliningrad and Russia proper.
Ruský prezident Putin a Evropská unie se dohodli na opatření, které tyto překážky značně ulehčuje, aniž by statut Litvy a Polska v rámci režimu Evropské unie byl jakkoli narušen.	A deal was struck between President Putin and the EU that makes access much easier without compromising the status of Lithuania and Poland within the EU-regime.
Kompromisem bylo dosaženo situace, v níž se žádná ze stran necítí poražená, což je pro budoucí vztahy mezi Unií a Ruskem velmi důležité.	This, in turn, created once again the kind of win-win situation that is so important for future relations between the EU and Russia.
Až bude Evropská rada za měsíc v Kodani rozhodovat o rozšíření Evropské unie o země střední a východní Evropy, bude závěr jasný: díky rozhodnutím Severoatlantické aliance a Evropské unie na podzim roku 2002 se Evropa stala mnohem lepším a bezpečnějším místem.	When the enlargement of the EU into Central and Eastern Europe is finally decided by the European Council in Copenhagen next month, the conclusion is clear: Europe has become a much better and safer place to live in, thanks to the decisions taken by NATO and the EU during the crucial autumn of 2002.
Avšak neradujme se příliš.	But this is no cause for complacency.
Ta skutečně tvrdá práce je totiž teprve před námi. Budeme muset nejen řešit vnitřní praktické a politické problémy, které rozšíření s sebou přinese, ale i počítat se zeměmi v čekárně na členství, konkrétně s Ruskem.	For the really hard work is only now beginning: dealing with all the internal practical and political problems that these enlargements will bring, as well as reckoning with countries in the membership waiting rooms, in particular Russia.
Má-li Evropa i nadále zvyšovat životní úroveň svých občanů a umět řešit jejich obavy o bezpečnost, jsou vztahy s Ruskem nesmírně důležité.	Relations with Russia are of vital importance if Europe is to continue to improve the quality of life of its citizens and address concerns of safety.
Společné hrozbě mezinárodního terorismu je nutno čelit společnými silami.	The common threat of international terrorism must be faced jointly.
Musíme jeden druhého přesvědčit, že boj proti tomuto společnému nepříteli je třeba vést s ohledem na rovnováhu potřeb bezpečnosti a potřeb lidských práv a práv menšin.	We need to convince each other that the fight against this common enemy has to be fought with a keen eye to balancing the needs of security with those of human and minority rights.
Lakmusovým papírkem těchto vztahů může být Kaliningrad.	Kaliningrad could be a litmus test of these relations.
První překážka byla překonána dohodou o přístupu do této ruské enklávy.	The first hurdle has been overcome with the agreement on access to the enclave.
Další překážkou bude podpora Kaliningradu v jeho boji proti nemocím a kriminalitě a v posilování jeho hospodářských a společenských struktur.	The next hurdle is to support Kalingrad's fight against disease and crime as well as strengthening its economic and social structures.
